CRN_final,cohort,grant_date_real,grant_year,Award Offered (£),Sector,Enterprise Size,enterprise_size_clean,Is Lead Participant,Innovate UK Product Type,prior_iuk_grant_received,total_iuk_grants,grant_rank,Address Region,is_crf,prior_source_grant,inc_date,company_age_at_grant,R/O Postal region,Legal form,SME indicator,Number of current directors,no_financial_data,pregrant_year,pregrant_current_assets,pregrant_current_liabilities,pregrant_total_assets,pregrant_long_term_liabilities,pregrant_net_tangible_assets,pregrant_fixed_assets,pregrant_turnover,pregrant_profit_loss,pregrant_creditors,pregrant_total_liabilities,pregrant_net_assets,pregrant_current_ratio,pregrant_leverage_ratio,pregrant_working_capital,pregrant_profit_margin,pregrant_roa,corporate_psc_flag,sic_code_dg,accounts_overdue,last_accounts_date,n_grant_rows,total_award_allgrants,first_grant_year,last_grant_year,prior_iuk_grant_received_ever,survival_36m_final,follow_on_equity_3yr,further_grant_bh
04489271,Cohort C,2016-11-01,2016,50000.0,Clean Growth & Infrastructure,Small,Small,Yes,Small Business Research Initiative,1.0,3.0,1.0,London,False,,2002-07-18,14.3,London Inner,Private Limited,1.0,14,0,2015,2992252,-663599.0,3006423,,2342824,14171.0,4965669.0,-1440421.0,-133434.0,-663599.0,2342824.0,4.509,0.2207270899670472,2328653.0,-0.29,-0.479,0,71122.0,0,2025-05-23,1,50000.0,2016,2016,1.0,1,,
03153273,Cohort C,2016-11-01,2016,50000.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Small Business Research Initiative,0.0,1.0,1.0,South East,False,,1996-01-31,20.8,Southern,Private Limited,1.0,3,0,2015,155245,-85186.0,157183,-100000.0,71997,1938.0,,,,-185186.0,-28003.0,1.822,1.178155398484569,70059.0,,,0,62011.0,0,2026-05-19,1,50000.0,2016,2016,0.0,1,,
07025392,Cohort C,2016-11-01,2016,50000.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Small Business Research Initiative,1.0,7.0,1.0,North West,False,,2009-09-21,7.1,North West,Private Limited,1.0,2,0,2015,48910,-34608.0,114989,-151292.0,20381,66079.0,,,,-185900.0,-70911.0,1.413,1.61667637774048,14302.0,,,0,62012.0,0,2025-06-30,1,50000.0,2016,2016,1.0,1,,
07376073,Cohort C,2016-11-01,2016,12744.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Small Business Research Initiative,0.0,1.0,1.0,North East,False,,2010-09-14,6.1,Northern,Private Limited,1.0,0,0,2015,37228,-15038.0,37603,-190925.0,22565,375.0,,,,-205963.0,-168360.0,2.476,5.477302342898173,22190.0,,,0,26400.0,1,2023-03-22,1,12744.0,2016,2016,0.0,1,,
07938919,Cohort C,2016-11-01,2016,42570.0,Clean Growth & Infrastructure,Small,Small,Yes,Small Business Research Initiative,1.0,5.0,1.0,East of England,False,,2012-07-02,4.3,London Inner,Private Limited,1.0,0,0,2015,603852,-591811.0,604738,-177.0,12927,886.0,,,,-591988.0,12750.0,1.02,0.9789164894549375,12041.0,,,0,62020.0,1,2022-02-11,1,42570.0,2016,2016,1.0,1,,
08405964,Cohort B,2016-12-01,2016,29700.0,AI & Data Economy,Micro,Micro,Yes,Procurement,0.0,1.0,1.0,South East,False,,2013-02-18,3.8,London Inner,Private Limited,1.0,0,0,2015,15193,-9809.0,15368,,5559,175.0,,,,-9809.0,5559.0,1.549,0.6382743362831859,5384.0,,,0,62012.0,1,2019-05-03,1,29700.0,2016,2016,0.0,1,0.0,0.0
04063402,Cohort C,2016-12-01,2016,229279.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,Yorkshire and The Humber,False,,2000-01-09,16.9,Yorks & Humberside,Private Limited,1.0,4,0,2015,2398340,-225366.0,2626086,-493909.0,2400720,227746.0,,,,-719275.0,1906811.0,10.642,0.273896209035043,2172974.0,,,0,25620.0,0,2025-12-19,1,229279.0,2016,2016,0.0,1,,
07252307,Cohort C,2017-01-01,2017,24774.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,East Midlands,False,,2010-05-13,6.6,East Midlands,Private Limited,1.0,0,0,2016,7876,-17776.0,12698,,-9078,4822.0,,,,-17776.0,-5078.0,0.443,1.39990549692865,-9900.0,,,0,82990.0,1,2024-07-22,1,24774.0,2017,2017,0.0,1,,
07054937,Cohort C,2017-01-01,2017,68528.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2009-10-23,7.2,West Midlands,Private Limited,1.0,0,0,2016,35341,-28557.0,73086,-300.0,19667,37745.0,,,1554.0,-28857.0,44229.0,1.238,0.3948362203431574,6784.0,,,0,72190.0,1,2021-12-31,1,68528.0,2017,2017,1.0,1,,
03123703,Cohort C,2017-01-01,2017,177213.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,1.0,3.0,1.0,North West,False,,1995-08-11,21.4,North West,Private Limited,1.0,6,0,2016,994240,-444843.0,1121234,,641293,126994.0,,,,-444843.0,676391.0,2.235,0.3967441229930594,549397.0,,,0,27120.0,0,2025-12-01,1,177213.0,2017,2017,1.0,1,,
SC200730,Cohort C,2017-01-01,2017,12450.0,Clean Growth & Infrastructure,Medium,Medium,No,Feasibility Studies,1.0,3.0,1.0,Scotland,False,,1999-10-13,17.2,Scotland,Private Limited,1.0,3,0,2016,14153404,-5863068.0,15424254,-101945.0,9561186,1270850.0,11232985.0,-178234.0,614691.0,-5965013.0,9459241.0,2.414,0.3867294327492273,8290336.0,-0.016,-0.012,0,28220.0,0,2025-09-18,1,12450.0,2017,2017,1.0,1,,
04538389,Cohort C,2017-01-01,2017,16279.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,East Midlands,False,,2002-09-18,14.3,East Midlands,Private Limited,1.0,2,0,2016,153813,-78034.0,158425,-3675.0,80391,4612.0,,,,-81709.0,76716.0,1.971,0.5157582452264479,75779.0,,,0,70100.0,0,2026-06-09,1,16279.0,2017,2017,1.0,1,,
02592487,Cohort C,2017-01-01,2017,13034.0,Clean Growth & Infrastructure,Medium,Medium,No,Feasibility Studies,1.0,3.0,1.0,East Midlands,False,,1991-03-18,25.8,Yorks & Humberside,Private Limited,1.0,5,0,2016,5483174,-1301384.0,36827884,-19351146.0,35526500,31344710.0,10526332.0,994376.0,-194866.0,-20652530.0,16175354.0,4.213,0.5607851376962086,4181790.0,0.094,0.027,0,43130.0,0,2025-11-19,1,13034.0,2017,2017,1.0,1,,
07385282,Cohort C,2017-01-01,2017,13800.0,Clean Growth & Infrastructure,Medium,Medium,No,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2010-09-23,6.3,Northern,Private Limited,1.0,2,0,2016,35863676,-15958921.0,49360206,,33401285,13496530.0,1195491.0,7140561.0,751160.0,-15958921.0,33401285.0,2.247,0.3233155266815539,19904755.0,4.082439999999969,0.145,0,35110.0,0,2025-09-12,1,13800.0,2017,2017,1.0,1,,
04634797,Cohort C,2017-01-01,2017,48992.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,North West,False,,2003-01-13,14.0,Northern,Private Limited,1.0,2,0,2016,74192,-14976.0,78506,-15674.0,59744,4314.0,,,,-30650.0,47856.0,4.954,0.3904160191577714,59216.0,,,0,26511.0,0,2026-04-22,1,48992.0,2017,2017,1.0,1,,
07450668,Cohort C,2017-01-01,2017,49027.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,3.0,1.0,East Midlands,False,,2010-11-25,6.1,East Midlands,Private Limited,1.0,0,0,2016,114418,-14956.0,121469,-26340.0,106513,7051.0,,,542.0,-41296.0,80173.0,7.65,0.3399715153660605,99462.0,,,0,62011.0,1,2023-06-21,1,49027.0,2017,2017,1.0,1,,
09033275,Cohort C,2017-01-01,2017,13953.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,London,False,,2014-09-05,2.3,London Outer,Private Limited,1.0,2,0,2016,770,,770,,770,,,,,,,,,,,,0,74909.0,0,2025-09-17,1,13953.0,2017,2017,0.0,1,,
06467967,Cohort C,2017-01-01,2017,27934.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,1.0,2.0,1.0,London,False,,2008-09-01,8.3,Yorks & Humberside,Private Limited,1.0,0,0,2016,1054426,-971675.0,1331660,-16134.0,359985,277234.0,,,,-987809.0,343851.0,1.085,0.7417876935554121,82751.0,,,0,49410.0,1,2022-06-30,1,27934.0,2017,2017,1.0,1,,
08726224,Cohort C,2017-02-01,2017,25635.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2013-10-10,3.3,West Midlands,Private Limited,1.0,0,0,2016,2002,-2835.0,2014,,-821,12.0,,,,-2835.0,-821.0,0.706,1.407646474677259,-833.0,,,0,73200.0,1,2018-07-03,1,25635.0,2017,2017,1.0,0,,
08071919,Cohort C,2017-02-01,2017,119761.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,5.0,1.0,North East,False,,2012-05-16,4.7,Northern,Private Limited,1.0,2,0,2016,81088,-19368.0,87790,,68422,6702.0,,,,-19368.0,68422.0,4.187,0.2206173823897938,61720.0,,,0,38210.0,0,2025-11-06,1,119761.0,2017,2017,1.0,1,,
08314898,Cohort C,2017-02-01,2017,56682.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,3.0,1.0,North East,False,,2012-11-30,4.2,Northern,Private Limited,1.0,1,0,2016,11254,-11765.0,11567,,-198,313.0,,,,-11765.0,-198.0,0.957,1.017117662315207,-511.0,,,0,74909.0,0,2025-10-13,1,56682.0,2017,2017,1.0,1,,
09913837,Cohort C,2017-02-01,2017,6353.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,North East,False,,2015-11-12,1.2,Northern,Private Limited,1.0,5,0,2016,53513,-19716.0,54311,,34595,798.0,,,,-19716.0,34595.0,2.714,0.3630203826112574,33797.0,,,0,74901.0,0,2025-07-10,1,6353.0,2017,2017,0.0,1,,
04213928,Cohort C,2017-02-01,2017,29975.0,Clean Growth & Infrastructure,Small,Small,No,Feasibility Studies,0.0,1.0,1.0,North East,False,,2001-10-05,15.3,Northern,Private Limited,1.0,5,0,2016,1054408,-293659.0,1531807,-66932.0,1238148,477399.0,,,,-360591.0,1171216.0,3.591,0.2354023711864484,760749.0,,,0,71122.0,0,2025-09-30,1,29975.0,2017,2017,0.0,1,,
05063449,Cohort C,2017-02-01,2017,207939.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2004-04-03,12.8,Yorks & Humberside,Private Limited,1.0,6,0,2016,1296970,-113060.0,2086845,-1300424.0,1250752,789875.0,165121.0,-1460482.0,55151.0,-1413484.0,673361.0,11.472,0.6773306115212199,1183910.0,-8.845,-0.7,0,28132.0,1,2023-03-03,1,207939.0,2017,2017,1.0,1,,
00604606,Cohort C,2017-02-01,2017,16060.0,Clean Growth & Infrastructure,Medium,Medium,No,Feasibility Studies,0.0,1.0,1.0,East Midlands,False,,1958-05-15,58.7,Yorks & Humberside,Private Limited,1.0,4,0,2016,2614451,-586245.0,2676125,-3800.0,2050856,61674.0,,,134333.0,-590045.0,2086080.0,4.46,0.2204848428231118,2028206.0,,,0,27900.0,0,2025-04-23,1,16060.0,2017,2017,0.0,1,,
05443517,Cohort C,2017-02-01,2017,143913.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,0.0,1.0,1.0,London,False,,2005-04-05,11.8,West Midlands,Private Limited,1.0,2,0,2016,307549,-57969.0,312206,,254237,4657.0,,,,-57969.0,254237.0,5.305,0.185675483494872,249580.0,,,0,72190.0,0,2026-05-28,1,143913.0,2017,2017,0.0,1,,
03597942,Cohort C,2017-02-01,2017,136811.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,1.0,2.0,1.0,West Midlands,False,,1998-07-14,18.6,Southern,Private Limited,1.0,3,0,2016,240782,-146939.0,240972,,94033,190.0,,,7290.0,-146939.0,94033.0,1.639,0.6097762395631028,93843.0,,,0,62090.0,0,2025-09-30,1,136811.0,2017,2017,1.0,1,,
07676735,Cohort C,2017-02-01,2017,38646.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,2.0,1.0,South East,False,,2011-06-21,5.6,South Eastern,Private Limited,1.0,2,0,2016,113756,-72800.0,142897,-954.0,50097,29141.0,,,,-73754.0,69143.0,1.563,0.5161339986143866,40956.0,,,0,74100.0,0,2025-12-15,1,38646.0,2017,2017,1.0,1,,
07924261,Cohort C,2017-02-01,2017,309877.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,1.0,5.0,1.0,South West,False,,2012-01-25,5.0,Eastern,Private Limited,1.0,7,0,2016,112050,-141109.0,113650,,-27459,1600.0,,,,-141109.0,-27459.0,0.794,1.241610206775187,-29059.0,,,0,74909.0,0,2025-09-27,1,309877.0,2017,2017,1.0,1,,
02902628,Cohort C,2017-02-01,2017,221200.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,4.0,1.0,West Midlands,False,,1994-02-25,22.9,West Midlands,Private Limited,1.0,1,0,2016,3794,-92061.0,34630,-4500.0,-57431,30836.0,,,,-96561.0,-61931.0,0.041,2.788362691308115,-88267.0,,,0,74909.0,0,2025-11-28,1,221200.0,2017,2017,1.0,1,,
02152229,Cohort C,2017-02-01,2017,7172.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,1987-03-08,29.9,North West,Private Limited,1.0,8,0,2016,16619273,-8633129.0,33162766,-14896820.0,24529637,16543493.0,15293505.0,1809188.0,-465967.0,-23529949.0,9632817.0,1.925,0.7095291448246507,7986144.0,0.118,0.055,0,35110.0,0,2025-12-09,1,7172.0,2017,2017,0.0,1,,
08635057,Cohort C,2017-02-01,2017,54669.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2013-02-08,4.0,London Inner,Private Limited,1.0,3,0,2016,486044,-118582.0,548750,,397413,62706.0,,,,-118582.0,430168.0,4.099,0.2160947608200456,367462.0,,,0,74100.0,0,2025-10-21,1,54669.0,2017,2017,0.0,1,,
09136911,Cohort C,2017-02-01,2017,45000.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2014-07-18,2.5,South Western,Private Limited,1.0,2,0,2016,81860,-80965.0,81860,-30000.0,895,,87686.0,-2494.0,21680.0,-110965.0,-29105.0,1.011,1.355546054238945,895.0,-0.028,-0.03,0,72190.0,0,2026-04-30,1,45000.0,2017,2017,0.0,1,,
SC464904,Cohort C,2017-02-01,2017,44897.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,Scotland,False,,2013-11-29,3.2,Scotland,Private Limited,1.0,3,0,2016,28688,-80807.0,28759,,-52048,71.0,,,,-80807.0,-52048.0,0.355,2.809798671720157,-52119.0,,,0,82990.0,0,2025-09-03,1,44897.0,2017,2017,0.0,1,,
08438828,Cohort C,2017-02-01,2017,28164.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,19.0,1.0,South East,False,,2013-11-03,3.2,South Eastern,Private Limited,1.0,3,0,2016,6897,-38999.0,10572,,-28427,3675.0,,,,-38999.0,-28427.0,0.177,3.688895194854332,-32102.0,,,0,26511.0,0,2026-01-29,1,28164.0,2017,2017,1.0,1,,
08028514,Cohort C,2017-02-01,2017,0.0,Clean Growth & Infrastructure,Micro,Micro,No,EU-Funded,0.0,1.0,1.0,Yorkshire and The Humber,False,,2012-12-04,4.2,North West,Private Limited,1.0,0,0,2016,41747,-648474.0,41747,,-606727,,,,,-648474.0,-606727.0,0.064,15.53342755168036,-606727.0,,,0,32990.0,1,2019-07-12,1,0.0,2017,2017,0.0,1,,
01514558,Cohort C,2017-02-01,2017,52127.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,1.0,3.0,1.0,East Midlands,False,,1980-08-28,36.4,East Midlands,Private Limited,1.0,3,0,2016,2074702,-1472022.0,2248239,-4900.0,776217,173537.0,2053906.0,-214177.0,10371.0,-1476922.0,771317.0,1.409,0.6569239302405127,602680.0,-0.104,-0.095,0,24100.0,0,2025-09-18,1,52127.0,2017,2017,1.0,1,,
04754303,Cohort C,2017-02-01,2017,38952.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,1.0,2.0,1.0,South East,False,,2003-06-05,13.7,East Midlands,Private Limited,1.0,1,0,2016,14086,-9870.0,16486,-480.0,6616,2400.0,,,,-10350.0,6136.0,1.427,0.6278054106514619,4216.0,,,0,72190.0,0,2026-02-27,1,38952.0,2017,2017,1.0,1,,
01787682,Cohort C,2017-02-01,2017,98347.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,1.0,2.0,1.0,South East,False,,1984-01-31,33.0,Southern,Private Limited,1.0,3,0,2016,1589965,-249266.0,2029887,-595000.0,1780621,439922.0,,,,-844266.0,1185621.0,6.379,0.4159177333516595,1340699.0,,,0,26511.0,0,2026-03-31,1,98347.0,2017,2017,1.0,1,,
07477498,Cohort C,2017-02-01,2017,260772.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,0.0,1.0,1.0,South East,False,,2010-12-23,6.1,Southern,Private Limited,1.0,0,0,2016,58202,-26977.0,74579,-1035.0,31345,16377.0,,,5786.0,-28012.0,46567.0,2.157,0.3756017109373953,31225.0,,,0,62020.0,1,2023-08-16,1,260772.0,2017,2017,0.0,1,,
08775150,Cohort C,2017-02-01,2017,31500.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2013-11-14,3.2,Wales,Private Limited,1.0,0,0,2016,21980,-5409.0,21980,-12929.0,16571,,,,,-18338.0,3642.0,4.064,0.8343039126478617,16571.0,,,0,74909.0,1,2019-09-03,1,31500.0,2017,2017,0.0,1,,
08864748,Cohort C,2017-02-01,2017,69976.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,3.0,1.0,South East,False,,2014-01-28,3.0,South Eastern,Private Limited,1.0,1,0,2016,100,,100,,100,,,,,,,,,,,,0,35210.0,0,2025-10-13,1,69976.0,2017,2017,1.0,1,,
07179872,Cohort C,2017-02-01,2017,68397.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,9.0,1.0,London,False,,2010-05-03,6.8,South Western,Private Limited,1.0,2,0,2016,196584,-48014.0,199146,-525628.0,151132,2562.0,,,,-573642.0,-374496.0,4.094,2.880509776746708,148570.0,,,0,62020.0,0,2025-11-20,1,68397.0,2017,2017,1.0,1,,
03114535,Cohort B,2017-03-01,2017,115086.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,East Midlands,False,,1995-10-17,21.4,East Midlands,Private Limited,1.0,3,0,2016,1508445,-1178065.0,1524349,,346284,15904.0,,,,-1178065.0,346284.0,1.28,0.7728315497304095,330380.0,,,0,26702.0,0,2025-06-27,1,115086.0,2017,2017,0.0,1,,
09008551,Cohort C,2017-03-01,2017,38899.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,East of England,False,,2014-04-24,2.9,London Outer,Private Limited,1.0,0,0,2016,6809,-2178.0,6809,-24980.0,4631,,,,,-27158.0,-20349.0,3.126,3.98854457335879,4631.0,,,0,42990.0,1,2022-01-20,1,38899.0,2017,2017,0.0,1,,
08203736,Cohort C,2017-03-01,2017,35000.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,East of England,False,,2012-06-09,4.7,Southern,Private Limited,1.0,0,0,2016,15007,-800.0,15007,-23000.0,14207,,,,,-23800.0,-8793.0,18.759,1.585926567601786,14207.0,,,0,32990.0,1,2019-12-30,1,35000.0,2017,2017,0.0,1,,
SC424501,Cohort C,2017-03-01,2017,56000.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,Scotland,False,,2012-05-22,4.8,Scotland,Private Limited,1.0,1,0,2016,2148,-98616.0,35409,,-96468,33261.0,,,,-98616.0,-63207.0,0.022,2.785054647123613,-96468.0,,,0,74909.0,0,2026-02-25,1,56000.0,2017,2017,1.0,1,,
04646003,Cohort C,2017-03-01,2017,185519.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,21.0,1.0,East of England,False,,2003-01-23,14.1,London Inner,Private Limited,1.0,0,0,2016,9975732,-8897169.0,9989823,-1631.0,1092654,14091.0,,,,-8898800.0,1091023.0,1.121,0.890786553475472,1078563.0,,,0,74901.0,1,2023-11-20,1,185519.0,2017,2017,1.0,1,,
06213110,Cohort C,2017-03-01,2017,14578.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,South West,False,,2007-04-16,9.9,South Western,Private Limited,1.0,2,0,2016,16566,-13434.0,16877,,3443,311.0,,,,-13434.0,3443.0,1.233,0.7959945487942169,3132.0,,,0,74901.0,0,2025-10-27,1,14578.0,2017,2017,0.0,1,,
07603406,Cohort C,2017-03-01,2017,4399.0,Clean Growth & Infrastructure,Small,Small,No,Feasibility Studies,1.0,3.0,1.0,South West,False,,2011-04-13,5.9,South Western,Private Limited,1.0,0,0,2016,640295,-102052.0,642321,-102179.0,540269,2026.0,723057.0,-252252.0,25895.0,-204231.0,438090.0,6.274,0.3179578435081525,538243.0,-0.349,-0.393,0,71121.0,1,2022-02-02,1,4399.0,2017,2017,1.0,1,,
08434822,Cohort C,2017-03-01,2017,14100.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,South West,False,,2013-07-03,3.7,South Western,Private Limited,1.0,2,0,2016,18700,-16663.0,21984,,5321,3284.0,,,,-16663.0,5321.0,1.122,0.7579603347889374,2037.0,,,0,70229.0,0,2025-11-17,1,14100.0,2017,2017,0.0,1,,
07525850,Cohort C,2017-03-01,2017,106107.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2011-10-02,5.4,South Western,Private Limited,1.0,1,0,2016,259,-24936.0,8763,,-24677,8504.0,,,,-24936.0,-16173.0,0.0105,2.845600821636426,-24677.0,,,0,35110.0,0,2025-05-13,1,106107.0,2017,2017,0.0,1,,
09182461,Cohort C,2017-03-01,2017,87632.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,1.0,8.0,1.0,Yorkshire and The Humber,False,,2014-08-19,2.5,Yorks & Humberside,Private Limited,1.0,2,0,2016,17473,-81975.0,17473,,-64502,,,,,-81975.0,-64502.0,0.213,4.691524065701368,-64502.0,,,0,72190.0,0,2025-11-14,1,87632.0,2017,2017,1.0,1,,
03867095,Cohort C,2017-03-01,2017,114620.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North East,False,,1999-10-27,17.3,South Western,Private Limited,1.0,6,0,2016,2454449,-1697609.0,3176090,-96573.0,1478481,721641.0,5934116.0,532023.0,83710.0,-1794182.0,1381908.0,1.446,0.5649027577933875,756840.0,0.09,0.168,0,32990.0,0,2025-09-26,1,114620.0,2017,2017,0.0,1,,
02945270,Cohort C,2017-03-01,2017,140204.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North East,False,,1994-04-07,22.9,Northern,Private Limited,1.0,4,0,2016,11613761,-2900425.0,13544027,,10643602,1930266.0,14688450.0,-429685.0,-1079316.0,-2900425.0,10643602.0,4.004,0.2141479044600251,8713336.0,-0.029,-0.032,0,25110.0,0,2026-03-04,1,140204.0,2017,2017,0.0,1,,
02018267,Cohort C,2017-03-01,2017,96832.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,1.0,3.0,1.0,South East,False,,1986-09-05,30.5,South Eastern,Private Limited,1.0,7,0,2016,1397549,-29556.0,2022845,-174042.0,1993289,625296.0,,,,-203598.0,1819247.0,47.285,0.1006493329938774,1367993.0,,,0,72190.0,0,2026-01-23,1,96832.0,2017,2017,1.0,1,,
06513840,Cohort C,2017-03-01,2017,66262.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,3.0,1.0,South East,False,,2008-02-26,9.0,Northern,Private Limited,1.0,1,0,2016,292214,-271645.0,817553,-326491.0,545908,525339.0,,,,-598136.0,219417.0,1.076,0.7316173997282134,20569.0,,,0,74909.0,0,2025-12-18,1,66262.0,2017,2017,1.0,1,,
05949781,Cohort C,2017-03-01,2017,245359.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Collaborative R&D,1.0,2.0,1.0,Yorkshire and The Humber,False,,2006-09-28,10.4,East Midlands,Private Limited,1.0,4,0,2016,3004000,-5309000.0,3444000,-202000.0,-1865000,440000.0,8424000.0,-2012000.0,-488000.0,-5511000.0,-2067000.0,0.566,1.600174216027874,-2305000.0,-0.239,-0.584,0,28921.0,1,2017-04-13,1,245359.0,2017,2017,1.0,1,,
06525345,Cohort C,2017-03-01,2017,479902.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,1.0,5.0,1.0,North West,False,,2008-06-03,8.7,North West,Private Limited,1.0,0,0,2016,2,,2,,2,,,,,,,,,,,,0,72190.0,1,2025-02-03,1,479902.0,2017,2017,1.0,1,,
08368804,Cohort C,2017-03-01,2017,331854.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,3.0,1.0,South West,False,,2013-01-21,4.1,South Western,Private Limited,1.0,6,0,2016,10072,-22063.0,10072,,-11991,,,,,-22063.0,-11991.0,0.457,2.190528196981731,-11991.0,,,0,39000.0,0,2025-11-27,1,331854.0,2017,2017,1.0,1,,
02499874,Cohort C,2017-03-01,2017,207176.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,2.0,1.0,East Midlands,False,,1990-08-05,26.6,North West,Private Limited,1.0,1,0,2016,160108,-124311.0,374414,-139485.0,250103,214306.0,,,921.0,-263796.0,110618.0,1.288,0.7045569877194763,35797.0,,,0,70100.0,0,2025-09-26,1,207176.0,2017,2017,1.0,1,,
SC079314,Cohort C,2017-03-01,2017,161690.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,1.0,2.0,1.0,Scotland,False,,1982-06-29,34.7,Scotland,Private Limited,1.0,3,0,2016,543998,-556166.0,2840440,-1512028.0,1181981,2296442.0,,,145838.0,-2068194.0,772246.0,0.978,0.7281245159200688,-12168.0,,,0,27120.0,0,2025-09-25,1,161690.0,2017,2017,1.0,1,,
09014101,Cohort C,2017-03-01,2017,173853.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,6.0,1.0,London,False,,2014-04-28,2.8,London Outer,Private Limited,1.0,0,0,2016,314882,-15178.0,327586,,305523,12704.0,,,,-15178.0,312408.0,20.746,0.04633287136812928,299704.0,,,0,62012.0,1,2022-10-21,1,173853.0,2017,2017,1.0,1,,
09495436,Cohort C,2017-03-01,2017,115977.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,3.0,1.0,South East,False,,2015-03-18,2.0,South Western,Private Limited,1.0,1,0,2016,48465,-45577.0,48465,,2888,,,,,-45577.0,2888.0,1.063,0.9404106055916641,2888.0,,,0,70229.0,1,2022-05-17,1,115977.0,2017,2017,1.0,1,,
