CRN_final,cohort,grant_date_real,grant_year,Award Offered (£),Sector,Enterprise Size,enterprise_size_clean,Is Lead Participant,Innovate UK Product Type,prior_iuk_grant_received,total_iuk_grants,grant_rank,Address Region,is_crf,prior_source_grant,inc_date,company_age_at_grant,R/O Postal region,Legal form,SME indicator,Number of current directors,no_financial_data,pregrant_year,pregrant_current_assets,pregrant_current_liabilities,pregrant_total_assets,pregrant_long_term_liabilities,pregrant_net_tangible_assets,pregrant_fixed_assets,pregrant_turnover,pregrant_profit_loss,pregrant_creditors,pregrant_total_liabilities,pregrant_net_assets,pregrant_current_ratio,pregrant_leverage_ratio,pregrant_working_capital,pregrant_profit_margin,pregrant_roa,corporate_psc_flag,sic_code_dg,accounts_overdue,last_accounts_date,n_grant_rows,total_award_allgrants,first_grant_year,last_grant_year,prior_iuk_grant_received_ever,survival_36m_final,follow_on_equity_3yr,further_grant_bh
08335376,Cohort A,2018-08-29,2018,7153.5,,,,,,,,,,False,1.0,2012-12-18,5.7,,Private Limited,1.0,0,0,2017,6717106,-6318124.0,7607927,,1156292,890821.0,22116398.0,1959947.0,-27294.0,-6318124.0,13926051.0,-1.06,-0.83,13035230.0,0.089,0.258,0,82990.0,1,2022-12-23,1,7153.5,2018,2018,,1,,
03669888,Cohort A,2018-08-29,2018,8944.0,,,,,,,,,,False,1.0,1998-11-18,19.8,,Private Limited,1.0,1,0,2017,2772800,-505866.0,2773351,-11132136.0,2267485,551.0,,,19728.0,-11638002.0,14411353.0,-5.48,-4.196,3278666.0,,,0,59111.0,0,2025-09-29,2,57194.0,2018,2019,,1,,
10379796,Cohort A,2018-08-29,2018,500000.0,,,,,,,,,,False,0.0,2016-09-16,1.9,,Private Limited,1.0,2,0,2017,110274,-111039.0,111372,,333,1098.0,,,,-111039.0,222411.0,-0.99,-0.997,221313.0,,,0,59113.0,0,2025-04-29,7,1776313.0,2018,2022,,1,,
03663618,Cohort A,2018-08-29,2018,15000.0,,,,,,,,,,False,1.0,1998-11-06,19.8,,Private Limited,1.0,3,0,2017,4734781,-3468039.0,4798075,0.0,1330036,63294.0,5272000.0,149378.0,-173025.0,-3468039.0,8266114.0,-1.37,-0.723,8202820.0,0.028,0.031,0,59111.0,0,2026-03-31,2,25000.0,2018,2020,,1,,
08160881,Cohort C,2018-09-01,2018,109495.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2012-07-30,6.1,London Outer,Private Limited,1.0,2,0,2017,282326,-311619.0,289170,-2392926.0,-22449,6844.0,,,85028.0,-2704545.0,-2415375.0,0.906,9.352785558667911,-29293.0,,,0,63990.0,0,2025-10-14,1,109495.0,2018,2018,0.0,1,,
09601800,Cohort A,2018-09-05,2018,25000.0,,,,,,,,,,False,1.0,2015-05-20,3.3,,Guarantee,1.0,10,0,2017,5383,-4888.0,5383,,495,,,,,-4888.0,10271.0,-1.1,-0.908,10271.0,,,0,59140.0,0,2025-12-10,2,60000.0,2018,2022,,1,,
05718491,Cohort A,2018-09-06,2018,14800.0,,,,,,,,,,False,0.0,2006-02-22,12.5,,Charitable organization,1.0,5,0,2017,28530,-600.0,46223,,45623,17693.0,,,,-600.0,46823.0,-44.03,-0.02567999999999983,29130.0,,,0,85200.0,0,2026-01-14,3,45848.0,2018,2022,,1,,
SC529806,Cohort A,2018-09-12,2018,14909.0,,,,,,,,,,False,0.0,2016-03-16,2.5,,Private Limited,1.0,0,0,2017,10,,10,,10,,,,,,,,,,,,0,74100.0,1,2022-11-10,1,14909.0,2018,2018,,1,,
04325267,Cohort A,2018-09-13,2018,10000.0,,,,,,,,,,False,1.0,2001-11-20,16.8,,Private Limited,1.0,2,0,2017,611386,-151156.0,765420,-20680.0,614264,154034.0,,,10256.0,-171836.0,937256.0,-4.04,-0.224,762542.0,,,0,59111.0,0,2025-08-28,3,143500.0,2018,2021,,1,,
07639207,Cohort A,2018-09-17,2018,125316.0,,,,,,,,,,False,0.0,2011-05-18,7.3,,Private Limited,1.0,0,0,2017,31743,-24703.0,31743,,7040,,,,7538.0,-24703.0,56446.0,-1.28,-0.778,56446.0,,,0,90010.0,1,2022-08-03,2,134692.0,2018,2020,,1,,
01962950,Cohort A,2018-09-19,2018,9557.0,,,,,,,,,,False,0.0,1985-11-21,32.8,,Charitable organization,1.0,8,0,2017,279865,-215112.0,279865,,64753,,1135950.0,24341.0,,-215112.0,494977.0,-1.3,-0.769,494977.0,0.021,0.087,0,90020.0,0,2025-11-19,2,13588.0,2018,2020,,1,,
06264124,Cohort A,2018-09-25,2018,14500.0,,,,,,,,,,False,0.0,2007-05-31,11.3,,Charitable organization,1.0,11,0,2017,120828,-35897.0,120962,,85065,134.0,291045.0,32853.0,-1962.0,-35897.0,156859.0,-3.37,-0.297,156725.0,0.113,0.272,0,85520.0,0,2025-11-25,5,1336185.0,2018,2020,,1,,
05601933,Cohort A,2018-09-26,2018,8000.0,,,,,,,,,,False,0.0,2005-10-24,12.9,,Private Limited,1.0,2,0,2017,17860,-47653.0,17870,-1741105.0,-29783,10.0,,,30728.0,-1788758.0,1806628.0,-0.37,-54.02864,65513.0,,,0,59111.0,0,2026-05-31,2,15500.0,2018,2020,,1,,
10153530,Cohort A,2018-09-26,2018,33000.0,,,,,,,,,,False,1.0,2016-04-28,2.4,,Private Limited,1.0,1,0,2017,1941,-2600.0,2651,,51,710.0,,,,-2600.0,5251.0,-0.75,-0.981,4541.0,,,0,59111.0,0,2026-01-16,1,33000.0,2018,2018,,1,,
04034498,Cohort A,2018-09-27,2018,27146.0,,,,,,,,,,False,0.0,2000-07-17,18.2,,Charitable organization,1.0,3,0,2017,72136,-2114.0,75870,-542.0,73756,3734.0,22237.0,-3100.0,,-2656.0,78526.0,-34.12,-0.035,74250.0,-0.139,-0.041,0,90030.0,0,2026-03-28,2,41178.0,2018,2020,,1,,
06441350,Cohort A,2018-09-27,2018,14700.0,,,,,,,,,,False,0.0,2007-11-29,10.8,,Charitable organization,1.0,3,0,2017,20096,-894.0,20682,,19788,586.0,,,,-894.0,21576.0,-22.48,-0.043,20990.0,,,0,85590.0,0,2025-08-26,1,14700.0,2018,2018,,1,,
03023539,Cohort B,2018-10-01,2018,21387.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,1.0,3.0,1.0,South West,False,,1995-02-17,23.6,South Western,Private Limited,1.0,2,0,2017,651025,-267087.0,732142,-15702.0,465055,81117.0,,,19363.0,-282789.0,449353.0,2.438,0.3862488424376692,383938.0,,,0,59113.0,0,2025-09-18,1,21387.0,2018,2018,1.0,1,,
04126458,Cohort B,2018-10-01,2018,14409.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2000-12-15,17.8,West Midlands,Private Limited,1.0,2,0,2017,33469,-19403.0,35868,,16465,2399.0,,,7040.0,-19403.0,16465.0,1.725,0.5409557265529162,14066.0,,,0,62011.0,0,2025-10-02,1,14409.0,2018,2018,1.0,1,0.0,1.0
04489925,Cohort B,2018-10-01,2018,29296.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2002-07-19,16.2,South Western,Guarantee,,2,0,2017,45123,-32789.0,57154,,24365,12031.0,,,2868.0,-32789.0,24365.0,1.376,0.5736956293522764,12334.0,,,0,62090.0,0,2025-12-16,1,29296.0,2018,2018,0.0,1,0.0,1.0
06628206,Cohort B,2018-10-01,2018,12866.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,1.0,2.0,1.0,West Midlands,False,,2008-06-24,10.3,Wales,Private Limited,1.0,5,0,2017,1168322,-467671.0,1471899,-659254.0,1004228,303577.0,,,149542.0,-1126925.0,344974.0,2.498,0.7656265817151856,700651.0,,,0,62011.0,0,2025-11-25,1,12866.0,2018,2018,1.0,1,,
09355825,Cohort B,2018-10-01,2018,10951.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,2.0,1.0,Yorkshire and The Humber,False,,2014-12-15,3.8,Yorks & Humberside,Private Limited,1.0,1,0,2017,35765,-41890.0,35765,,-6125,,,,,-41890.0,-6125.0,0.854,1.171256815322242,-6125.0,,,0,59111.0,0,2025-12-18,16,151857.51,2018,2022,1.0,1,0.0,1.0
08111428,Cohort B,2018-10-01,2018,34985.0,AI & Data Economy,Medium,Medium,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2012-06-19,6.3,London Inner,Private Limited,1.0,3,0,2017,3075079,-3399893.0,4736826,-12764.0,-239158,1661747.0,11825980.0,698245.0,218211.0,-3412657.0,1324169.0,0.904,0.7204522606487973,-324814.0,0.059,0.147,0,70100.0,0,2025-05-09,1,34985.0,2018,2018,0.0,1,0.0,0.0
10290102,Cohort B,2018-10-01,2018,10490.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,1.0,4.0,1.0,South West,False,,2016-07-21,2.2,South Western,Private Limited,1.0,2,0,2017,14070,-11452.0,16618,-775.0,5166,2548.0,,,,-12227.0,4391.0,1.229,0.7357684438560597,2618.0,,,0,62012.0,1,2025-04-30,1,10490.0,2018,2018,1.0,1,,
10308088,Cohort B,2018-10-01,2018,41623.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,2.0,1.0,London,False,,2016-02-08,2.6,London Inner,Private Limited,1.0,2,0,2017,10976,-62025.0,10976,,-51049,,,,,-62025.0,-51049.0,0.177,5.650965743440233,-51049.0,,,0,62020.0,0,2025-11-03,1,41623.0,2018,2018,1.0,1,0.0,1.0
04896056,Cohort B,2018-10-01,2018,22309.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2003-11-09,14.9,London Inner,Charitable organization,1.0,13,0,2017,2163248,-2064835.0,28318255,-7509644.0,26096276,26155007.0,5899210.0,821035.0,-233852.0,-9574479.0,18743776.0,1.048,0.3381027185467466,98413.0,0.139,0.029,0,91020.0,0,2025-12-17,1,22309.0,2018,2018,0.0,1,0.0,0.0
07704626,Cohort B,2018-10-01,2018,15365.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,1.0,3.0,1.0,London,False,,2011-07-14,7.2,London Inner,Private Limited,1.0,2,0,2017,353983,-166352.0,435346,-11957.0,268994,81363.0,,,,-178309.0,257037.0,2.128,0.4095799662796948,187631.0,,,0,71122.0,0,2025-12-15,1,15365.0,2018,2018,1.0,1,,
10055607,Cohort B,2018-10-01,2018,29158.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2016-10-03,2.0,London Inner,Private Limited,1.0,1,0,2017,8591,-2647.0,8591,,5944,,,,,-2647.0,5944.0,3.246,0.3081131416598766,5944.0,,,0,43999.0,0,2025-11-11,1,29158.0,2018,2018,0.0,1,0.0,0.0
09219751,Cohort B,2018-10-01,2018,30939.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,South East,False,,2014-09-16,4.0,London Inner,Private Limited,1.0,2,0,2017,182022,-21632.0,208223,,186591,26201.0,,,,-21632.0,186591.0,8.414,0.103888619412841,160390.0,,,0,62011.0,0,2025-05-26,1,30939.0,2018,2018,0.0,1,0.0,0.0
09394123,Cohort B,2018-10-01,2018,25634.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2015-01-19,3.7,London Inner,Private Limited,1.0,1,0,2017,424853,-166298.0,427440,-795.0,261142,2587.0,,,,-167093.0,260347.0,2.555,0.3909156840726184,258555.0,,,0,63990.0,0,2025-09-17,1,25634.0,2018,2018,0.0,1,0.0,0.0
07540585,Cohort B,2018-10-01,2018,21767.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,2.0,1.0,South West,False,,2011-02-23,7.6,London Inner,Private Limited,1.0,1,0,2017,15430,-15572.0,15600,,28,170.0,,,,-15572.0,28.0,0.991,0.9982051282051282,-142.0,,,0,74100.0,0,2025-12-12,1,21767.0,2018,2018,1.0,1,0.0,1.0
05807318,Cohort B,2018-10-01,2018,10938.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,0.0,1.0,1.0,East of England,False,,2006-05-05,12.4,South Eastern,Charitable organization,1.0,8,0,2017,62538,-2054.0,62538,,60484,,,,685.0,-2054.0,60484.0,30.447,0.03284403082925581,60484.0,,,0,90010.0,0,2025-12-17,1,10938.0,2018,2018,0.0,1,0.0,0.0
09863437,Cohort B,2018-10-01,2018,32603.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,2.0,1.0,London,False,,2015-09-11,3.1,South Western,Private Limited,1.0,0,0,2017,133170,-56005.0,146409,-1775.0,90404,13239.0,,,,-57780.0,88629.0,2.378,0.3946478700079913,77165.0,,,0,62012.0,1,2021-06-10,1,32603.0,2018,2018,1.0,1,,
07733486,Cohort B,2018-10-01,2018,31511.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,East of England,False,,2011-09-08,7.1,Eastern,Guarantee,1.0,2,0,2017,831,-3625.0,831,,-2794,,,,,-3625.0,-2794.0,0.229,4.362214199759326,-2794.0,,,0,90010.0,0,2026-05-22,1,31511.0,2018,2018,0.0,1,0.0,0.0
07005205,Cohort B,2018-10-01,2018,18472.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2009-01-09,9.7,Eastern,Guarantee,1.0,3,0,2017,20500,-23327.0,20500,-1200.0,-2827,,,,,-24527.0,-4027.0,0.879,1.196439024390244,-2827.0,,,0,62090.0,0,2025-11-24,1,18472.0,2018,2018,0.0,1,,
10418464,Cohort B,2018-10-01,2018,14631.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,0.0,1.0,1.0,London,False,,2016-10-10,2.0,Eastern,Private Limited,1.0,1,0,2017,41254,-17516.0,47108,,29592,5854.0,,,,-17516.0,29592.0,2.355,0.3718264413687696,23738.0,,,0,62020.0,0,2025-07-04,1,14631.0,2018,2018,0.0,1,,
06311795,Cohort C,2018-10-01,2018,28622.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,2007-07-13,11.2,North West,Private Limited,0.0,7,0,2017,130290000,-85564000.0,258441000,-6038000.0,165716000,128151000.0,173722000.0,-4683000.0,1802000.0,-91602000.0,166839000.0,1.523,0.3544406653743021,44726000.0,-0.027,-0.018,0,35220.0,0,2025-09-13,1,28622.0,2018,2018,0.0,1,,
08247928,Cohort A,2018-10-09,2018,35000.0,,,,,,,,,,False,0.0,2012-10-10,6.0,,Guarantee,1.0,3,0,2017,23609,-17694.0,24458,-170.0,6764,849.0,,,20.0,-17864.0,42322.0,-1.33,-0.73,41303.0,,,0,82990.0,0,2026-05-21,1,35000.0,2018,2018,,1,,
06725324,Cohort A,2018-10-15,2018,14000.0,,,,,,,,,,False,0.0,2008-10-16,10.0,,Private Limited,1.0,0,0,2017,243618,-14027.0,247436,-245.0,233409,3818.0,,,180.0,-14272.0,261708.0,-17.37,-0.058,257645.0,,,0,59200.0,1,2024-03-28,2,37340.0,2018,2020,,1,,
01460890,Cohort A,2018-10-23,2018,8530.0,,,,,,,,,,False,0.0,1979-11-13,38.9,,Private Limited,1.0,0,0,2017,304186,-136165.0,304186,,168021,,,,,-136165.0,440351.0,-2.23,-0.448,440351.0,,,0,82990.0,1,2018-09-12,1,8530.0,2018,2018,,0,,
07750430,Cohort A,2018-10-31,2018,28500.0,,,,,,,,,,False,1.0,2011-08-23,7.2,,Guarantee,1.0,1,0,2017,7060,-5682.0,7060,,1378,,,,3988.0,-5682.0,12742.0,-1.24,-0.805,12742.0,,,0,90020.0,0,2025-12-19,1,28500.0,2018,2018,,1,,
01165130,Cohort A,2018-10-31,2018,599511.0,,,,,,,,,,False,0.0,1974-04-01,44.6,,Charitable organization,1.0,8,0,2017,743892,-44045.0,743893,,699848,1.0,1301952.0,99671.0,-1382.0,-44045.0,787938.0,-16.89,-0.059,787937.0,0.077,0.134,0,90030.0,0,2025-12-19,1,599511.0,2018,2018,,1,,
00708818,Cohort B,2018-11-01,2018,339907.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,1.0,3.0,1.0,South East,False,,1961-11-23,56.9,South Eastern,Private Limited,1.0,3,0,2017,264902,-142626.0,371415,-4274.0,196122,106513.0,,,-2955.0,-146900.0,224515.0,1.857,0.3955144514895736,122276.0,,,0,26110.0,0,2025-12-30,1,339907.0,2018,2018,1.0,1,,
04331550,Cohort B,2018-11-01,2018,163422.79,AI & Data Economy,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2001-11-29,16.9,Southern,Private Limited,1.0,2,0,2017,2633,-1154147.0,2633,,-1151514,,,,,-1154147.0,-1151514.0,0.003720000000000001,99.92661149825797,-1151514.0,,,0,62090.0,0,2025-10-31,1,163422.79,2018,2018,0.0,1,,
10026434,Cohort B,2018-11-01,2018,26427.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2016-02-25,2.7,Northern,Private Limited,1.0,0,0,2017,100,,100,,100,,,,,,,,,,,,0,30300.0,1,2022-03-30,1,26427.0,2018,2018,0.0,1,,
09945751,Cohort B,2018-11-01,2018,24130.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2016-11-01,2.0,Yorks & Humberside,Private Limited,1.0,0,0,2017,1,,1,,1,,,,,,,,,,,,0,71111.0,1,2023-01-03,1,24130.0,2018,2018,0.0,1,0.0,0.0
09942554,Cohort B,2018-11-01,2018,14483.0,AI & Data Economy,Micro/small,Micro/Small,No,Feasibility Studies,0.0,1.0,1.0,South East,False,,2016-08-01,2.3,South Eastern,Private Limited,1.0,2,0,2017,297749,-121155.0,310084,-2467.0,188929,12335.0,,,,-123622.0,186462.0,2.458,0.3986726177422892,176594.0,,,0,62012.0,0,2026-03-30,1,14483.0,2018,2018,0.0,1,,
05741080,Cohort B,2018-11-01,2018,41759.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Feasibility Studies,0.0,1.0,1.0,London,False,,2006-03-13,12.6,London Inner,Private Limited,1.0,2,0,2017,231231,-74403.0,234668,,160265,3437.0,,,,-74403.0,160265.0,3.108,0.3170564371793342,156828.0,,,0,72190.0,0,2025-12-18,1,41759.0,2018,2018,0.0,1,,
10156422,Cohort A,2018-11-15,2018,8825.0,,,,,,,,,,False,0.0,2016-04-29,2.5,,Charitable organization,1.0,6,0,2017,3080,-477.0,5668,,5191,2588.0,48781.0,5191.0,,-477.0,6145.0,-6.46,-0.084,3557.0,0.106,0.916,0,85520.0,0,2026-05-30,3,56320.0,2018,2021,,1,,
08534643,Cohort A,2018-11-19,2018,42500.0,,,,,,,,,,False,0.0,2013-05-17,5.5,,Charitable organization,1.0,11,0,2017,449055,-281408.0,632957,,351549,183902.0,1452169.0,127607.0,26410.0,-281408.0,914365.0,-1.6,-0.445,730463.0,0.088,0.202,0,85520.0,0,2026-02-18,1,42500.0,2018,2018,,1,,
06632306,Cohort A,2018-11-22,2018,13872.0,,,,,,,,,,False,0.0,2008-06-27,10.4,,Charitable organization,1.0,8,0,2017,159008,-11839.0,530809,,518970,371801.0,300743.0,15338.0,-258.0,-11839.0,542648.0,-13.43,-0.02567999999999983,170847.0,0.051,0.029,0,90040.0,0,2025-12-05,1,13872.0,2018,2018,,1,,
10287897,Cohort A,2018-11-28,2018,29750.0,,,,,,,,,,False,1.0,2016-07-20,2.4,,Private Limited,1.0,2,0,2017,2700,-15800.0,2700,,-13100,,,,,-15800.0,18500.0,-0.17,-5.852,18500.0,,,0,59111.0,0,2026-02-25,1,29750.0,2018,2018,,1,,
10099310,Cohort A,2018-11-29,2018,15000.0,,,,,,,,,,False,0.0,2016-04-04,2.7,,Guarantee,1.0,0,0,2017,250,,23250,,23250,23000.0,,,,,,,,,,,0,90030.0,1,2020-12-31,1,15000.0,2018,2018,,0,,
08821499,Cohort C,2018-12-01,2018,612691.93,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,2013-12-19,5.0,London Inner,Private Limited,1.0,0,0,2017,11234563,-13116698.0,14736363,-471581.0,1619665,3501800.0,20924291.0,-3637620.0,1342028.0,-13588279.0,1148084.0,0.857,0.9220917671477012,-1882135.0,-0.174,-0.247,0,9100.0,1,2020-12-24,1,612691.93,2018,2018,0.0,0,,
02459166,Cohort C,2018-12-01,2018,170014.6,Clean Growth & Infrastructure,Micro/small,Micro/Small,Yes,Collaborative R&D,0.0,1.0,1.0,East of England,False,,1990-12-01,28.0,Eastern,Private Limited,1.0,4,0,2017,575425,-481134.0,791313,,310178,215888.0,,,16685.0,-481134.0,310179.0,1.196,0.6080198353875141,94291.0,,,0,32990.0,0,2025-09-29,1,170014.6,2018,2018,0.0,1,,
09829052,Cohort C,2018-12-01,2018,989282.0,Clean Growth & Infrastructure,Micro/small,Micro/Small,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,2015-10-16,3.1,London Inner,Private Limited,1.0,0,0,2017,265041,-236412.0,265041,,28629,,,,34801.0,-236412.0,28629.0,1.121,0.8919827498387042,28629.0,,,0,9100.0,1,2023-03-16,1,989282.0,2018,2018,0.0,1,,
05163752,Cohort A,2018-12-05,2018,38000.0,,,,,,,,,,False,1.0,2004-06-25,14.4,,Guarantee,1.0,8,0,2017,33099,-24150.0,33099,,8949,,61179.0,-29.0,,-24150.0,57249.0,-1.37,-0.73,57249.0,0.0,-0.001,0,85520.0,0,2026-05-27,1,38000.0,2018,2018,,1,,
08863338,Cohort A,2018-12-05,2018,14500.0,,,,,,,,,,False,0.0,2014-01-27,4.9,,Guarantee,1.0,1,0,2017,65534,-13910.0,66188,,52278,654.0,,,,-13910.0,80098.0,-4.71,-0.21,79444.0,,,0,96090.0,0,2025-12-14,3,58400.0,2018,2019,,1,,
04193798,Cohort A,2018-12-05,2018,35000.0,,,,,,,,,,False,1.0,2001-04-04,17.7,,Guarantee,1.0,5,0,2017,44081,-16080.0,44081,,28001,,,,,-16080.0,60161.0,-2.74,-0.365,60161.0,,,0,96090.0,0,2026-03-24,1,35000.0,2018,2018,,1,,
04253902,Cohort A,2018-12-05,2018,49500.0,,,,,,,,,,False,0.0,2001-07-17,17.4,,Charitable organization,1.0,8,0,2017,64233,-7013.0,64233,,57220,,,,,-7013.0,71246.0,-9.16,-0.109,71246.0,,,0,85520.0,0,2025-12-04,1,49500.0,2018,2018,,1,,
04921852,Cohort A,2018-12-11,2018,11330.0,,,,,,,,,,False,0.0,2003-10-06,15.2,,Charitable organization,1.0,7,0,2017,844970,-75892.0,863847,,787955,18877.0,641718.0,-669753.0,-78469.0,-75892.0,939739.0,-11.13,-0.088,920862.0,-1.044,-0.775,0,85200.0,0,2026-06-03,1,11330.0,2018,2018,,1,,
07946940,Cohort A,2018-12-12,2018,5125.0,,,,,,,,,,False,1.0,2012-02-13,6.8,,Private Limited,1.0,1,0,2017,3530,-3326.0,3530,,204,,,,1000.0,-3326.0,6856.0,-1.06,-0.942,6856.0,,,0,59111.0,0,2025-11-14,1,5125.0,2018,2018,,1,,
03015984,Cohort A,2018-12-18,2018,50000.0,,,,,,,,,,False,0.0,1995-01-30,23.9,,Charitable organization,1.0,5,0,2017,77124,-60139.0,77124,,16985,,,,,-60139.0,137263.0,-1.28,-0.78,137263.0,,,0,90010.0,0,2025-12-12,1,50000.0,2018,2018,,1,,
01808488,Cohort A,2018-12-18,2018,30870.0,,,,,,,,,,False,0.0,1984-04-12,34.7,,Charitable organization,1.0,14,0,2017,708967,-643451.0,714069,,70618,5102.0,2845412.0,-41790.0,312195.0,-643451.0,1357520.0,-1.1,-0.901,1352418.0,-0.015,-0.059,0,90010.0,0,2026-01-30,1,30870.0,2018,2018,,1,,
07268536,Cohort A,2018-12-19,2018,26000.0,,,,,,,,,,False,1.0,2010-05-28,8.6,,Private Limited,1.0,1,0,2017,30531,-52204.0,30531,,-21673,,,,,-52204.0,82735.0,-0.58,-1.71,82735.0,,,0,59111.0,0,2025-09-29,1,26000.0,2018,2018,,1,,
09296617,Cohort A,2018-12-19,2018,3813.0,,,,,,,,,,False,0.0,2014-11-05,4.1,,Private Limited,1.0,3,0,2017,1349769,-1235407.0,1349769,,114362,,,,,-1235407.0,2585176.0,-1.09,-0.915,2585176.0,,,0,59131.0,0,2025-08-27,2,14993.0,2018,2019,,1,,
05292793,Cohort B,2019-01-01,2019,238730.0,AI & Data Economy,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,North West,False,,2004-11-22,14.1,North West,Charitable organization,1.0,20,0,2018,4590596,-1314374.0,4638446,,3324072,47850.0,6815778.0,2334704.0,-353648.0,-1314374.0,3324072.0,3.493,0.2833651615217683,3276222.0,0.343,0.503,0,90010.0,0,2026-01-09,1,238730.0,2019,2019,0.0,1,0.0,0.0
00799297,Cohort B,2019-01-01,2019,5987.0,AI & Data Economy,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,London,False,,1964-02-04,54.9,London Inner,Charitable organization,1.0,16,0,2018,3472365,-1532348.0,4263089,,2730741,790724.0,10041485.0,1129117.0,-311046.0,-1532348.0,2730741.0,2.266,0.3594454631371759,1940017.0,0.112,0.265,0,90010.0,0,2026-02-24,1,5987.0,2019,2019,0.0,1,0.0,0.0
04547069,Cohort B,2019-01-01,2019,39882.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2002-09-27,16.3,London Outer,Charitable organization,1.0,8,0,2018,1121262,-132441.0,1121262,,988821,,2101883.0,-82517.0,-15100.0,-132441.0,988821.0,8.466,0.1181177994081669,988821.0,-0.039,-0.074,0,90010.0,0,2026-02-11,1,39882.0,2019,2019,0.0,1,,
09302561,Cohort B,2019-01-01,2019,657571.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,1.0,3.0,1.0,London,False,,2014-10-11,4.2,London Inner,Private Limited,1.0,6,0,2018,3979890,-342141.0,3989457,,3647316,9567.0,,,26814.0,-342141.0,3647316.0,11.632,0.08576129533417706,3637749.0,,,0,90030.0,0,2025-12-24,1,657571.0,2019,2019,1.0,1,1.0,1.0
07565292,Cohort B,2019-01-01,2019,165430.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,1.0,2.0,1.0,London,False,,2011-03-15,7.8,London Inner,Private Limited,1.0,2,0,2018,50758,-50658.0,50758,,100,,59525.0,18184.0,,-50658.0,100.0,1.002,0.9980298672130502,100.0,0.305,0.358,1,59112.0,0,2026-02-06,1,165430.0,2019,2019,1.0,1,0.0,1.0
01546033,Cohort B,2019-01-01,2019,411431.0,AI & Data Economy,Micro,Micro,No,Collaborative R&D,1.0,2.0,1.0,London,False,,1981-02-17,37.9,London Inner,Charitable organization,1.0,10,0,2018,3005412,-1136296.0,7485699,,6349403,4480287.0,6822037.0,303486.0,143404.0,-1136296.0,6349403.0,2.645,0.1517955771398236,1869116.0,0.044,0.041,0,90010.0,0,2025-10-04,1,411431.0,2019,2019,1.0,1,,
10242740,Cohort B,2019-01-01,2019,3615522.0,AI & Data Economy,Micro,Micro,Yes,Collaborative R&D,1.0,3.0,1.0,London,False,,2016-06-21,2.5,London Inner,Private Limited,1.0,0,0,2018,266539,-115282.0,275793,,160511,9254.0,,,3586.0,-115282.0,160511.0,2.312,0.4180019072275221,151257.0,,,0,82990.0,1,2023-04-27,1,3615522.0,2019,2019,1.0,1,0.0,1.0
